CensusTract,State,County,POP2010
04017964201,AZ,Navajo,1780
04017964202,AZ,Navajo,1627
04017964800,AZ,Navajo,4174
04017964900,AZ,Navajo,2428
04017965200,AZ,Navajo,4918
04017965300,AZ,Navajo,4591
04019000100,AZ,Pima,514
04019000200,AZ,Pima,4409
04019000300,AZ,Pima,1673
04019000400,AZ,Pima,3442
04019000500,AZ,Pima,9289
04019000600,AZ,Pima,4940
04019000700,AZ,Pima,4851
04019000800,AZ,Pima,2087
04019000900,AZ,Pima,2821
04019001000,AZ,Pima,1081
04019001100,AZ,Pima,2900
04019001200,AZ,Pima,3791
04019001302,AZ,Pima,2545
04019001303,AZ,Pima,3157
04019001304,AZ,Pima,5331
04019001400,AZ,Pima,5630
04019001500,AZ,Pima,4761
04019001600,AZ,Pima,3675
04019001700,AZ,Pima,2868
04019001801,AZ,Pima,5961
04019001802,AZ,Pima,2378
04019001900,AZ,Pima,3698
04019002000,AZ,Pima,6988
04019002100,AZ,Pima,6455
04019002201,AZ,Pima,3508
04019002202,AZ,Pima,3728
04019002300,AZ,Pima,5647
04019002400,AZ,Pima,5980
04019002501,AZ,Pima,6213
04019002503,AZ,Pima,4153
04019002504,AZ,Pima,5825
04019002505,AZ,Pima,6534
04019002506,AZ,Pima,7958
04019002602,AZ,Pima,5261
04019002603,AZ,Pima,3268
04019002604,AZ,Pima,3884
04019002701,AZ,Pima,2347
04019002702,AZ,Pima,5098
04019002703,AZ,Pima,3364
04019002801,AZ,Pima,2330
04019002802,AZ,Pima,4112
04019002803,AZ,Pima,2323
04019002901,AZ,Pima,6057
04019002903,AZ,Pima,2245
04019002904,AZ,Pima,3850
04019002905,AZ,Pima,4325
04019003002,AZ,Pima,4479
04019003003,AZ,Pima,4246
04019003004,AZ,Pima,1545
04019003101,AZ,Pima,6023
04019003102,AZ,Pima,3899
04019003200,AZ,Pima,6099
04019003302,AZ,Pima,4135
04019003303,AZ,Pima,3599
04019003304,AZ,Pima,3171
04019003400,AZ,Pima,5619
04019003501,AZ,Pima,8085
04019003502,AZ,Pima,4313
04019003503,AZ,Pima,4449
04019003504,AZ,Pima,2683
04019003600,AZ,Pima,4552
04019003702,AZ,Pima,7634
04019003704,AZ,Pima,4697
04019003705,AZ,Pima,6064
04019003706,AZ,Pima,5072
04019003707,AZ,Pima,3507
04019003801,AZ,Pima,3912
04019003802,AZ,Pima,5269
04019003901,AZ,Pima,2095
04019003902,AZ,Pima,2701
04019003903,AZ,Pima,3232
04019004008,AZ,Pima,4503
04019004010,AZ,Pima,3170
04019004011,AZ,Pima,7393
04019004022,AZ,Pima,6282
04019004025,AZ,Pima,6356
04019004026,AZ,Pima,5586
04019004029,AZ,Pima,4431
04019004030,AZ,Pima,1716
04019004031,AZ,Pima,3926
04019004032,AZ,Pima,3670
04019004033,AZ,Pima,3859
04019004034,AZ,Pima,3430
04019004035,AZ,Pima,3657
04019004036,AZ,Pima,2908
04019004037,AZ,Pima,2914
04019004038,AZ,Pima,2896
04019004039,AZ,Pima,2429
04019004042,AZ,Pima,5048
04019004043,AZ,Pima,4173
04019004044,AZ,Pima,3950
04019004046,AZ,Pima,4446
04019004047,AZ,Pima,2891
04019004048,AZ,Pima,4558
04019004049,AZ,Pima,2591
04019004050,AZ,Pima,1947
04019004051,AZ,Pima,5089
04019004052,AZ,Pima,1944
04019004053,AZ,Pima,2969
04019004054,AZ,Pima,1540
04019004055,AZ,Pima,3361
04019004056,AZ,Pima,2038
04019004057,AZ,Pima,4695
04019004058,AZ,Pima,4409
04019004061,AZ,Pima,4821
04019004062,AZ,Pima,5398
04019004063,AZ,Pima,4676
04019004064,AZ,Pima,7696
04019004065,AZ,Pima,3811
04019004066,AZ,Pima,2950
04019004067,AZ,Pima,2749
04019004068,AZ,Pima,4557
04019004069,AZ,Pima,3675
04019004070,AZ,Pima,3216
04019004071,AZ,Pima,4469
04019004072,AZ,Pima,2484
04019004073,AZ,Pima,4795
04019004074,AZ,Pima,2039
04019004107,AZ,Pima,8521
04019004109,AZ,Pima,5304
04019004110,AZ,Pima,3611
04019004112,AZ,Pima,2892
04019004113,AZ,Pima,4116
04019004114,AZ,Pima,5424
04019004115,AZ,Pima,7312
04019004116,AZ,Pima,2437
04019004117,AZ,Pima,5792
04019004119,AZ,Pima,6016
04019004120,AZ,Pima,852
04019004122,AZ,Pima,3802
04019004307,AZ,Pima,3114
04019004310,AZ,Pima,2084
04019004311,AZ,Pima,4267
04019004312,AZ,Pima,5690
04019004313,AZ,Pima,4864
04019004316,AZ,Pima,3599
04019004317,AZ,Pima,2857
04019004320,AZ,Pima,3134
04019004321,AZ,Pima,4516
04019004322,AZ,Pima,6615
04019004323,AZ,Pima,3487
04019004324,AZ,Pima,2708
04019004325,AZ,Pima,1681
04019004326,AZ,Pima,3274
04019004327,AZ,Pima,4815
04019004328,AZ,Pima,3400
04019004329,AZ,Pima,9743
04019004330,AZ,Pima,1695
04019004331,AZ,Pima,3519
04019004332,AZ,Pima,1349
04019004333,AZ,Pima,3972
04019004334,AZ,Pima,7823
04019004404,AZ,Pima,3247
04019004407,AZ,Pima,6316
04019004411,AZ,Pima,7085
04019004412,AZ,Pima,3269
04019004413,AZ,Pima,3196
04019004414,AZ,Pima,3194
04019004415,AZ,Pima,1622
04019004418,AZ,Pima,3348
04019004419,AZ,Pima,6287
04019004421,AZ,Pima,7025
04019004422,AZ,Pima,5312
04019004423,AZ,Pima,4324
04019004424,AZ,Pima,4270
04019004425,AZ,Pima,6166
04019004426,AZ,Pima,2726
04019004427,AZ,Pima,8138
04019004428,AZ,Pima,3288
04019004429,AZ,Pima,7398
04019004430,AZ,Pima,2454
04019004431,AZ,Pima,3903
04019004504,AZ,Pima,7131
04019004505,AZ,Pima,3723
04019004506,AZ,Pima,5286
04019004508,AZ,Pima,4566
04019004510,AZ,Pima,3479
04019004511,AZ,Pima,4423
04019004512,AZ,Pima,4359
04019004513,AZ,Pima,3180
04019004610,AZ,Pima,6003
04019004613,AZ,Pima,3562
04019004614,AZ,Pima,3314
04019004615,AZ,Pima,3030
04019004616,AZ,Pima,3452
04019004617,AZ,Pima,2466
04019004618,AZ,Pima,3353
04019004619,AZ,Pima,3232
04019004620,AZ,Pima,1752
04019004621,AZ,Pima,2000
04019004622,AZ,Pima,3115
04019004623,AZ,Pima,5098
04019004624,AZ,Pima,6128
04019004625,AZ,Pima,1756
04019004626,AZ,Pima,3493
04019004627,AZ,Pima,2823
04019004628,AZ,Pima,1283
04019004630,AZ,Pima,1995
04019004631,AZ,Pima,3534
04019004632,AZ,Pima,2591
04019004633,AZ,Pima,2934
04019004634,AZ,Pima,1178
04019004635,AZ,Pima,4792
04019004636,AZ,Pima,7116
04019004638,AZ,Pima,7416
04019004639,AZ,Pima,3389
04019004640,AZ,Pima,4740
04019004641,AZ,Pima,3921
04019004642,AZ,Pima,3260
04019004643,AZ,Pima,4109
04019004644,AZ,Pima,2504
04019004645,AZ,Pima,5078
04019004646,AZ,Pima,4028
04019004647,AZ,Pima,3926
04019004710,AZ,Pima,4097
04019004711,AZ,Pima,4559
04019004712,AZ,Pima,3046
04019004713,AZ,Pima,3776
04019004714,AZ,Pima,5611
04019004715,AZ,Pima,4733
04019004716,AZ,Pima,5464
04019004717,AZ,Pima,2019
04019004718,AZ,Pima,2160
04019004719,AZ,Pima,5700
04019004720,AZ,Pima,1356
04019004721,AZ,Pima,3419
04019004722,AZ,Pima,2363
04019004723,AZ,Pima,4967
04019004724,AZ,Pima,2536
04019004725,AZ,Pima,2894
04019004726,AZ,Pima,4101
04019410501,AZ,Pima,4668
04019410502,AZ,Pima,6243
04019410503,AZ,Pima,5516
04019470400,AZ,Pima,3523
04019470500,AZ,Pima,3152
04019940600,AZ,Pima,1300
04019940700,AZ,Pima,1412
04019940800,AZ,Pima,4462
04019940900,AZ,Pima,1885
04019941000,AZ,Pima,3484
04021000201,AZ,Pinal,5469
04021000204,AZ,Pinal,6610
04021000205,AZ,Pinal,15769
04021000206,AZ,Pinal,3742
04021000207,AZ,Pinal,11032
04021000208,AZ,Pinal,1688
04021000209,AZ,Pinal,8511
04021000210,AZ,Pinal,8472
04021000211,AZ,Pinal,4465
04021000212,AZ,Pinal,5970
04021000213,AZ,Pinal,12093
04021000214,AZ,Pinal,9099
04021000215,AZ,Pinal,2314
04021000307,AZ,Pinal,2426
04021000308,AZ,Pinal,4966
04021000309,AZ,Pinal,2778
04021000310,AZ,Pinal,3022
04021000311,AZ,Pinal,2888
04021000312,AZ,Pinal,3773
04021000313,AZ,Pinal,4152
04021000314,AZ,Pinal,5230
04021000315,AZ,Pinal,5001
04021000316,AZ,Pinal,7377
04021000317,AZ,Pinal,2333
04021000318,AZ,Pinal,6486
04021000319,AZ,Pinal,1352
04021000400,AZ,Pinal,2892
04021000603,AZ,Pinal,4939
04021000604,AZ,Pinal,4681
04021000700,AZ,Pinal,3551
04021000801,AZ,Pinal,8774
04021000802,AZ,Pinal,4154
04021000803,AZ,Pinal,12149
04021000901,AZ,Pinal,7281
04021000902,AZ,Pinal,2327
04021001000,AZ,Pinal,4403
04021001100,AZ,Pinal,7279
04021001200,AZ,Pinal,4543
04021001301,AZ,Pinal,6997
04021001303,AZ,Pinal,1340
04021001304,AZ,Pinal,8772
04021001305,AZ,Pinal,5331
04021001306,AZ,Pinal,5179
04021001403,AZ,Pinal,4474
04021001404,AZ,Pinal,3809
04021001405,AZ,Pinal,3801
04021001406,AZ,Pinal,4827
04021001407,AZ,Pinal,1781
04021001408,AZ,Pinal,1919
04021001500,AZ,Pinal,4038
04021001600,AZ,Pinal,5433
04021001701,AZ,Pinal,1087
04021001702,AZ,Pinal,2727
04021001703,AZ,Pinal,2001
04021001704,AZ,Pinal,6420
04021001705,AZ,Pinal,7209
04021001706,AZ,Pinal,4872
04021001707,AZ,Pinal,5070
04021001708,AZ,Pinal,5979
04021001709,AZ,Pinal,2738
04021001710,AZ,Pinal,4324
04021001711,AZ,Pinal,2157
04021001900,AZ,Pinal,2571
04021002001,AZ,Pinal,3519
04021002002,AZ,Pinal,7944
04021002003,AZ,Pinal,4096
04021002101,AZ,Pinal,7966
04021002102,AZ,Pinal,1320
04021002103,AZ,Pinal,5143
04021002200,AZ,Pinal,5250
04021002300,AZ,Pinal,2420
04021002400,AZ,Pinal,1997
04021941200,AZ,Pinal,6041
04021941300,AZ,Pinal,2730
04021941400,AZ,Pinal,8497
04023966000,AZ,Santa Cruz,3213
04023966101,AZ,Santa Cruz,2593
04023966103,AZ,Santa Cruz,1253
04023966104,AZ,Santa Cruz,9945
04023966105,AZ,Santa Cruz,9627
04023966200,AZ,Santa Cruz,4969
04023966301,AZ,Santa Cruz,4491
04023966302,AZ,Santa Cruz,3324
04023966401,AZ,Santa Cruz,3468
04023966402,AZ,Santa Cruz,4537
04025000202,AZ,Yavapai,8054
04025000203,AZ,Yavapai,5814
04025000204,AZ,Yavapai,7277
04025000300,AZ,Yavapai,5207
04025000401,AZ,Yavapai,5794
04025000402,AZ,Yavapai,4923
04025000500,AZ,Yavapai,4719
04025000604,AZ,Yavapai,4769
04025000605,AZ,Yavapai,9006
04025000606,AZ,Yavapai,6488
04025000607,AZ,Yavapai,5309
04025000608,AZ,Yavapai,3372
04025000609,AZ,Yavapai,4493
04025000610,AZ,Yavapai,4410
04025000700,AZ,Yavapai,3972
04025000801,AZ,Yavapai,3712
04025000802,AZ,Yavapai,3308
04025000900,AZ,Yavapai,4554
04025001001,AZ,Yavapai,4327
04025001002,AZ,Yavapai,3480
04025001101,AZ,Yavapai,4031
04025001102,AZ,Yavapai,4026
04025001200,AZ,Yavapai,6623
04025001300,AZ,Yavapai,2138
04025001401,AZ,Yavapai,2500
04025001402,AZ,Yavapai,3496
04025001403,AZ,Yavapai,3630
04025001500,AZ,Yavapai,6550
04025001601,AZ,Yavapai,5928
04025001602,AZ,Yavapai,3918
04025001603,AZ,Yavapai,5846
04025001701,AZ,Yavapai,5779
04025001702,AZ,Yavapai,4512
04025001703,AZ,Yavapai,2661
04025001801,AZ,Yavapai,3234
04025001802,AZ,Yavapai,4733
04025001900,AZ,Yavapai,14010
04025002001,AZ,Yavapai,4797
04025002002,AZ,Yavapai,4907
04025002003,AZ,Yavapai,4170
04025002004,AZ,Yavapai,8207
04025002100,AZ,Yavapai,2349
04027000100,AZ,Yuma,2687
04027000200,AZ,Yuma,3560
04027000301,AZ,Yuma,3376
04027000302,AZ,Yuma,4502
04027000402,AZ,Yuma,3375
04027000403,AZ,Yuma,1440
04027000404,AZ,Yuma,3869
04027000501,AZ,Yuma,2896
04027000502,AZ,Yuma,2990
04027000600,AZ,Yuma,5158
04027000700,AZ,Yuma,4058
04027000800,AZ,Yuma,5048
04027000901,AZ,Yuma,3585
04027000902,AZ,Yuma,2922
04027000903,AZ,Yuma,3193
04027000905,AZ,Yuma,8171
04027000907,AZ,Yuma,6563
04027000908,AZ,Yuma,2805
04027001001,AZ,Yuma,2640
04027001003,AZ,Yuma,1108
04027001004,AZ,Yuma,2381
04027001100,AZ,Yuma,5164
04027001200,AZ,Yuma,4173
04027010905,AZ,Yuma,2815
04027010907,AZ,Yuma,5054
04027010910,AZ,Yuma,1758
04027010911,AZ,Yuma,6935
04027010913,AZ,Yuma,1453
04027010914,AZ,Yuma,1426
04027011000,AZ,Yuma,1967
04027011104,AZ,Yuma,3663
04027011106,AZ,Yuma,5000
04027011107,AZ,Yuma,2143
04027011108,AZ,Yuma,3168
04027011110,AZ,Yuma,2906
04027011111,AZ,Yuma,3144
04027011112,AZ,Yuma,2555
04027011114,AZ,Yuma,2042
04027011115,AZ,Yuma,2902
04027011201,AZ,Yuma,4071
04027011202,AZ,Yuma,1646
04027011403,AZ,Yuma,4090
04027011405,AZ,Yuma,4696
04027011406,AZ,Yuma,7538
04027011501,AZ,Yuma,2185
04027011503,AZ,Yuma,5441
04027011504,AZ,Yuma,8339
04027011600,AZ,Yuma,8463
04027011700,AZ,Yuma,1230
04027011800,AZ,Yuma,8316
04027012100,AZ,Yuma,1467
04027980003,AZ,Yuma,0
04027980004,AZ,Yuma,0
04027980005,AZ,Yuma,502
04027980006,AZ,Yuma,3172
05001480100,AR,Arkansas,1435
05001480200,AR,Arkansas,1643
05001480300,AR,Arkansas,3129
05001480400,AR,Arkansas,2518
05001480500,AR,Arkansas,4151
05001480600,AR,Arkansas,1747
05001480700,AR,Arkansas,2972
05001480800,AR,Arkansas,1424
05003960100,AR,Ashley,1928
05003960200,AR,Ashley,2694
05003960300,AR,Ashley,4982
05003960400,AR,Ashley,1801
05003960500,AR,Ashley,2744
05003960600,AR,Ashley,5793
05003960700,AR,Ashley,1911
05005950100,AR,Baxter,4680
05005950200,AR,Baxter,4649
05005950300,AR,Baxter,4921
05005950400,AR,Baxter,3285
05005950500,AR,Baxter,4962
05005950600,AR,Baxter,3816
05005950700,AR,Baxter,3445
05005950800,AR,Baxter,6097
05005950900,AR,Baxter,5658
05007020101,AR,Benton,5952
05007020102,AR,Benton,5647
05007020201,AR,Benton,4074
05007020203,AR,Benton,2941
05007020205,AR,Benton,5629
05007020206,AR,Benton,6189
05007020301,AR,Benton,3834
05007020302,AR,Benton,3777
05007020304,AR,Benton,3365
05007020305,AR,Benton,4003
05007020401,AR,Benton,6415
05007020402,AR,Benton,4378
05007020404,AR,Benton,4180
05007020405,AR,Benton,3149
05007020501,AR,Benton,5073
05007020503,AR,Benton,4045
05007020504,AR,Benton,3146
05007020603,AR,Benton,5519
05007020604,AR,Benton,4054
05007020605,AR,Benton,4151
05007020606,AR,Benton,4019
05007020701,AR,Benton,4985
05007020703,AR,Benton,4581
05007020704,AR,Benton,3934
05007020801,AR,Benton,3982
05007020803,AR,Benton,4143
05007020805,AR,Benton,4567
05007020806,AR,Benton,4482
05007020901,AR,Benton,6839
05007020902,AR,Benton,6443
05007021001,AR,Benton,5167
05007021002,AR,Benton,6947
05007021101,AR,Benton,4551
05007021102,AR,Benton,3283
05007021201,AR,Benton,4239
05007021202,AR,Benton,3116
05007021301,AR,Benton,6518
05007021304,AR,Benton,4597
05007021305,AR,Benton,4227
05007021306,AR,Benton,3512
05007021308,AR,Benton,3079
05007021310,AR,Benton,7382
05007021311,AR,Benton,4395
05007021404,AR,Benton,3476
05007021405,AR,Benton,2035
05007021406,AR,Benton,5556
05007021407,AR,Benton,4340
05007021408,AR,Benton,4955
05007021409,AR,Benton,2468
05009790100,AR,Boone,6897
05009790200,AR,Boone,5949
05009790300,AR,Boone,5348
05009790400,AR,Boone,6019
05009790501,AR,Boone,4061
05009790502,AR,Boone,3998
05009790600,AR,Boone,4631
05011950100,AR,Bradley,2499
05011950200,AR,Bradley,2010
05011950300,AR,Bradley,2202
05011950400,AR,Bradley,1833
05011950500,AR,Bradley,2964
05013480100,AR,Calhoun,2569
05013480200,AR,Calhoun,2799
05015950100,AR,Carroll,2734
05015950200,AR,Carroll,5994
05015950300,AR,Carroll,6989
05015950400,AR,Carroll,4259
05015950500,AR,Carroll,7470
05017080100,AR,Chicot,3595
05017080200,AR,Chicot,2393
05017080300,AR,Chicot,3118
05017080400,AR,Chicot,2694
05019953601,AR,Clark,4650
05019953602,AR,Clark,4443
05019953700,AR,Clark,4422
05019953800,AR,Clark,4008
05019953900,AR,Clark,5472
05021950100,AR,Clay,2111
05021950200,AR,Clay,2304
05021950300,AR,Clay,2204
05021950400,AR,Clay,3376
05021950500,AR,Clay,2154
05021950600,AR,Clay,3934
05023480100,AR,Cleburne,4298
05023480201,AR,Cleburne,1492
05023480202,AR,Cleburne,3769
05023480300,AR,Cleburne,5293
05023480400,AR,Cleburne,4443
05023480501,AR,Cleburne,3045
05023480502,AR,Cleburne,3630
05025970100,AR,Cleveland,4895
05025970200,AR,Cleveland,3794
05027950100,AR,Columbia,4259
05027950200,AR,Columbia,4801
05027950300,AR,Columbia,5088
05027950400,AR,Columbia,6495
05027950500,AR,Columbia,3909
05029950100,AR,Conway,5341
05029950200,AR,Conway,3431
05029950300,AR,Conway,5513
05029950400,AR,Conway,2236
05029950500,AR,Conway,2694
05029950600,AR,Conway,2058
05031000101,AR,Craighead,4037
05031000102,AR,Craighead,3601
05031000200,AR,Craighead,3786
05031000300,AR,Craighead,6516
05031000401,AR,Craighead,5395
05031000402,AR,Craighead,8155
05031000501,AR,Craighead,6139
05031000502,AR,Craighead,4560
05031000601,AR,Craighead,5746
05031000602,AR,Craighead,6150
05031000700,AR,Craighead,7581
05031000801,AR,Craighead,6139
05031000802,AR,Craighead,7098
05031000900,AR,Craighead,5408
05031001000,AR,Craighead,4305
05031001100,AR,Craighead,6992
05031001200,AR,Craighead,4835
05033020100,AR,Crawford,5956
05033020201,AR,Crawford,6120
05033020203,AR,Crawford,7605
05033020204,AR,Crawford,5100
05033020301,AR,Crawford,4364
05033020302,AR,Crawford,4251
05033020401,AR,Crawford,4988
05033020402,AR,Crawford,4776
05033020501,AR,Crawford,4115
05033020502,AR,Crawford,4847
05033020600,AR,Crawford,9826
05035030101,AR,Crittenden,2490
05035030102,AR,Crittenden,3275
05035030201,AR,Crittenden,5126
05035030202,AR,Crittenden,3157
05035030301,AR,Crittenden,3285
05035030302,AR,Crittenden,2606
05035030501,AR,Crittenden,1006
05035030502,AR,Crittenden,1090
05035030600,AR,Crittenden,4875
05035030701,AR,Crittenden,1190
05035030702,AR,Crittenden,1079
05035030703,AR,Crittenden,2285
05035030803,AR,Crittenden,1963
05035030804,AR,Crittenden,2949
05035030805,AR,Crittenden,3474
05035030806,AR,Crittenden,3544
05035030807,AR,Crittenden,1714
05035031000,AR,Crittenden,1406
05035031100,AR,Crittenden,2798
05035031200,AR,Crittenden,1590
05037950100,AR,Cross,1454
05037950200,AR,Cross,3300
05037950300,AR,Cross,1544
05037950400,AR,Cross,2696
05037950500,AR,Cross,4887
05037950600,AR,Cross,3989
05039970100,AR,Dallas,1564
05039970200,AR,Dallas,1887
05039970300,AR,Dallas,4665
05041950100,AR,Desha,1528
05041950200,AR,Desha,4610
05041950300,AR,Desha,1744
05041950400,AR,Desha,3066
05041950500,AR,Desha,2060
05043490100,AR,Drew,2380
05043490200,AR,Drew,2601
05043490300,AR,Drew,6114
05043490400,AR,Drew,3332
05043490500,AR,Drew,4082
05045030101,AR,Faulkner,3122
05045030102,AR,Faulkner,4798
05045030103,AR,Faulkner,3296
05045030104,AR,Faulkner,4872
05045030200,AR,Faulkner,6052
05045030301,AR,Faulkner,5178
05045030302,AR,Faulkner,5622
05045030303,AR,Faulkner,4387
05045030401,AR,Faulkner,2260
05045030402,AR,Faulkner,3557
05045030403,AR,Faulkner,3373
05045030404,AR,Faulkner,2614
05045030501,AR,Faulkner,10850
05045030502,AR,Faulkner,4415
05045030600,AR,Faulkner,5332
05045030701,AR,Faulkner,3791
05045030702,AR,Faulkner,4056
05045030800,AR,Faulkner,5494
05045030900,AR,Faulkner,3641
05045031001,AR,Faulkner,3998
05045031003,AR,Faulkner,2269
05045031005,AR,Faulkner,6603
05045031006,AR,Faulkner,3745
05045031101,AR,Faulkner,4803
05045031102,AR,Faulkner,5109
05047950100,AR,Franklin,3832
05047950200,AR,Franklin,7306
05047950300,AR,Franklin,6987
05049550100,AR,Fulton,5958
05049550200,AR,Fulton,6287
05051010300,AR,Garland,5727
05051010400,AR,Garland,7116
05051010500,AR,Garland,5965
05051010600,AR,Garland,3775
05051010700,AR,Garland,1993
05051010800,AR,Garland,2684
05051010900,AR,Garland,3330
05051011000,AR,Garland,4979
05051011100,AR,Garland,8799
05051011200,AR,Garland,7634
05051011300,AR,Garland,4681
05051011400,AR,Garland,3589
05051011500,AR,Garland,2206
05051011601,AR,Garland,5841
05051011602,AR,Garland,5049
05051011700,AR,Garland,4180
05051011800,AR,Garland,4263
05051011900,AR,Garland,5894
05051012001,AR,Garland,4792
05051012002,AR,Garland,3527
05053470100,AR,Grant,5008
05053470200,AR,Grant,3197
05053470300,AR,Grant,3994
05053470400,AR,Grant,5654
05055480100,AR,Greene,2967
05055480200,AR,Greene,4379
05055480300,AR,Greene,3208
05055480400,AR,Greene,6659
05055480500,AR,Greene,6587
05055480600,AR,Greene,7307
05055480700,AR,Greene,2088
05055480801,AR,Greene,4891
05055480802,AR,Greene,4004
05057480100,AR,Hempstead,5344
05057480200,AR,Hempstead,2771
05057480300,AR,Hempstead,5707
05057480400,AR,Hempstead,3972
05057480500,AR,Hempstead,4815
05059020100,AR,Hot Spring,7575
05059020200,AR,Hot Spring,2994
05059020300,AR,Hot Spring,2254
05059020400,AR,Hot Spring,5382
05059020500,AR,Hot Spring,5047
05059020600,AR,Hot Spring,3818
05059020700,AR,Hot Spring,5853
05061950100,AR,Howard,4108
05061950200,AR,Howard,4988
05061950300,AR,Howard,4693
05063490100,AR,Independence,6263
05063490200,AR,Independence,2457
05063490300,AR,Independence,6149
05063490400,AR,Independence,4283
05063490500,AR,Independence,2662
05063490600,AR,Independence,2830
05063490700,AR,Independence,6879
05063490800,AR,Independence,5124
05065960100,AR,Izard,3127
05065960200,AR,Izard,5062
05065960300,AR,Izard,2958
05065960400,AR,Izard,2549
05067480100,AR,Jackson,3490
05067480200,AR,Jackson,3714
05067480300,AR,Jackson,4196
05067480400,AR,Jackson,4669
05067480500,AR,Jackson,1928
05069000102,AR,Jefferson,1386
05069000301,AR,Jefferson,3557
05069000302,AR,Jefferson,5941
05069000303,AR,Jefferson,4051
05069000502,AR,Jefferson,3732
05069000900,AR,Jefferson,3158
05069001000,AR,Jefferson,1876
05069001200,AR,Jefferson,2567
05069001300,AR,Jefferson,1775
05069001401,AR,Jefferson,1760
05069001402,AR,Jefferson,2716
05069001501,AR,Jefferson,3959
05069001502,AR,Jefferson,3711
05069001600,AR,Jefferson,3721
05069001700,AR,Jefferson,2707
05069001800,AR,Jefferson,3405
05069001901,AR,Jefferson,1695
05069001903,AR,Jefferson,2180
05069002000,AR,Jefferson,5612
05069002103,AR,Jefferson,5313
05069002104,AR,Jefferson,4054
05069002300,AR,Jefferson,3259
05069002400,AR,Jefferson,4055
05069002500,AR,Jefferson,1245
05071951700,AR,Johnson,4452
05071951800,AR,Johnson,4669
05071951900,AR,Johnson,3560
05071952000,AR,Johnson,3822
05071952100,AR,Johnson,3636
05071952200,AR,Johnson,5401
05073470100,AR,Lafayette,4728
05073470200,AR,Lafayette,2917
05075470100,AR,Lawrence,1697
05075470200,AR,Lawrence,4589
05075470300,AR,Lawrence,1990
05075470400,AR,Lawrence,1690
05075470501,AR,Lawrence,2762
05075470502,AR,Lawrence,4687
05077470100,AR,Lee,2845
05077470200,AR,Lee,1713
05077470300,AR,Lee,4303
05077470400,AR,Lee,1563
05079960300,AR,Lincoln,2958
05079960400,AR,Lincoln,3582
05079960500,AR,Lincoln,2443
05079960600,AR,Lincoln,5151
05081030101,AR,Little River,2131
05081030102,AR,Little River,5385
05081030200,AR,Little River,2587
05081030300,AR,Little River,3068
05083950100,AR,Logan,4084
05083950200,AR,Logan,3867
05083950300,AR,Logan,3946
05083950400,AR,Logan,3322
05083950500,AR,Logan,4110
05083950600,AR,Logan,3024
05085020101,AR,Lonoke,6749
05085020102,AR,Lonoke,5373
05085020103,AR,Lonoke,5398
05085020104,AR,Lonoke,7068
05085020201,AR,Lonoke,3729
05085020202,AR,Lonoke,3837
05085020204,AR,Lonoke,5535
05085020205,AR,Lonoke,4994
05085020206,AR,Lonoke,4110
05085020301,AR,Lonoke,3977
05085020302,AR,Lonoke,3750
05085020400,AR,Lonoke,3095
05085020500,AR,Lonoke,4619
05085020600,AR,Lonoke,1815
05085020700,AR,Lonoke,2989
05085020800,AR,Lonoke,1318
05087960100,AR,Madison,3878
05087960200,AR,Madison,3649
05087960300,AR,Madison,4895
05087960400,AR,Madison,3295
05089960100,AR,Marion,4309
05089960201,AR,Marion,3333
05089960202,AR,Marion,3833
05089960300,AR,Marion,5178
05091020100,AR,Miller,3783
05091020200,AR,Miller,2988
05091020400,AR,Miller,3228
05091020500,AR,Miller,2923
05091020600,AR,Miller,2079
05091020701,AR,Miller,3591
05091020702,AR,Miller,3613
05091020801,AR,Miller,2768
05091020802,AR,Miller,2332
05091020900,AR,Miller,8076
05091021000,AR,Miller,8063
05091980000,AR,Miller,18
05093010100,AR,Mississippi,1872
05093010200,AR,Mississippi,6003
05093010300,AR,Mississippi,3288
05093010600,AR,Mississippi,6378
05093010700,AR,Mississippi,4200
05093010800,AR,Mississippi,7108
05093010900,AR,Mississippi,2768
05093011000,AR,Mississippi,4674
05093011100,AR,Mississippi,3140
05093011200,AR,Mississippi,2086
05093011300,AR,Mississippi,2206
05093011400,AR,Mississippi,2757
05095950100,AR,Monroe,3787
05095950200,AR,Monroe,2140
05095950300,AR,Monroe,2222
05097953000,AR,Montgomery,3299
05097953100,AR,Montgomery,2242
05097953200,AR,Montgomery,3946
05099090100,AR,Nevada,2490
05099090200,AR,Nevada,4963
05099090300,AR,Nevada,1544
05101180100,AR,Newton,4077
05101180200,AR,Newton,4253
05103950100,AR,Ouachita,5686
05103950200,AR,Ouachita,2787
05103950300,AR,Ouachita,5522
05103950400,AR,Ouachita,3366
05103950500,AR,Ouachita,3744
05103950600,AR,Ouachita,5015
05105952700,AR,Perry,5282
05105952800,AR,Perry,3353
05105952900,AR,Perry,1810
05107480100,AR,Phillips,3187
05107480200,AR,Phillips,5903
05107480300,AR,Phillips,6200
05107480400,AR,Phillips,1975
05107480500,AR,Phillips,2655
05107480600,AR,Phillips,1837
05109953300,AR,Pike,4237
05109953400,AR,Pike,2500
05109953500,AR,Pike,4554
05111490100,AR,Poinsett,4420
05111490200,AR,Poinsett,1756
05111490300,AR,Poinsett,3544
05111490400,AR,Poinsett,4200
05111490500,AR,Poinsett,6504
05111490600,AR,Poinsett,1698
05111490700,AR,Poinsett,2461
05113950100,AR,Polk,4336
